invoiceno,invoicedate,customerid,country,amount
563078,11.08.2011,15955,United Kingdom,484
563079,11.08.2011,15955,United Kingdom,18
563080,11.08.2011,15955,United Kingdom,37
563088,11.08.2011,777777,United Kingdom,43
563089,11.08.2011,15469,United Kingdom,305
563090,11.08.2011,16186,United Kingdom,388
563091,11.08.2011,12994,United Kingdom,295
563092,11.08.2011,13307,United Kingdom,15
563093,11.08.2011,777777,United Kingdom,1310
563094,11.08.2011,14525,United Kingdom,672
563095,12.08.2011,13158,United Kingdom,306
563096,12.08.2011,15544,United Kingdom,322
563097,12.08.2011,17642,United Kingdom,317
563098,12.08.2011,14911,EIRE,1397
563099,12.08.2011,15689,United Kingdom,151
563100,12.08.2011,12381,Norway,1269
563101,12.08.2011,777777,United Kingdom,0
563102,12.08.2011,777777,United Kingdom,0
563103,12.08.2011,13873,United Kingdom,160
563104,12.08.2011,13888,United Kingdom,367
563105,12.08.2011,777777,United Kingdom,0
563106,12.08.2011,777777,United Kingdom,0
563108,12.08.2011,777777,United Kingdom,0
563110,12.08.2011,14849,United Kingdom,507
563111,12.08.2011,15249,United Kingdom,384
563112,12.08.2011,14849,United Kingdom,306
563137,12.08.2011,14534,United Kingdom,151
563147,12.08.2011,13695,United Kingdom,81
563148,12.08.2011,777777,United Kingdom,0
563149,12.08.2011,13695,United Kingdom,102
563150,12.08.2011,15192,United Kingdom,308
563155,12.08.2011,13069,United Kingdom,135
563160,12.08.2011,777777,United Kingdom,40
563161,12.08.2011,14790,United Kingdom,210
563162,12.08.2011,16013,United Kingdom,339
563163,12.08.2011,16013,United Kingdom,1069
563164,12.08.2011,16013,United Kingdom,506
563165,12.08.2011,14646,Netherlands,826
563166,12.08.2011,18092,United Kingdom,1182
563167,12.08.2011,14696,United Kingdom,287
563168,12.08.2011,16045,United Kingdom,208
563169,12.08.2011,14911,EIRE,766
563170,12.08.2011,18237,United Kingdom,243
563171,12.08.2011,16317,United Kingdom,308
563172,12.08.2011,12399,Belgium,209
563173,12.08.2011,17381,United Kingdom,528
563174,12.08.2011,16746,United Kingdom,333
563175,12.08.2011,14855,United Kingdom,343
563176,12.08.2011,17293,United Kingdom,96
563177,12.08.2011,17293,United Kingdom,65
563178,12.08.2011,16011,United Kingdom,210
563179,12.08.2011,12431,Australia,607
563180,12.08.2011,16209,United Kingdom,213
563181,12.08.2011,16612,United Kingdom,163
563182,12.08.2011,17122,United Kingdom,140
563183,12.08.2011,14110,United Kingdom,859
563184,12.08.2011,17516,United Kingdom,153
563188,12.08.2011,15606,United Kingdom,303
563189,12.08.2011,12682,France,413
563190,12.08.2011,777777,United Kingdom,6
563191,12.08.2011,16678,United Kingdom,326
563192,12.08.2011,16745,United Kingdom,312
563193,12.08.2011,777777,United Kingdom,1546
563194,12.08.2011,17858,United Kingdom,323
563195,12.08.2011,777777,United Kingdom,1596
563196,12.08.2011,14406,United Kingdom,158
563198,14.08.2011,15270,United Kingdom,536
563199,14.08.2011,16326,United Kingdom,152
563200,14.08.2011,13838,United Kingdom,148
563201,14.08.2011,13838,United Kingdom,92
563202,14.08.2011,12722,France,47
563203,14.08.2011,16525,United Kingdom,349
563204,14.08.2011,17048,United Kingdom,165
563205,14.08.2011,14040,United Kingdom,341
563206,14.08.2011,17613,United Kingdom,155
563208,14.08.2011,14040,United Kingdom,39
563209,14.08.2011,13527,United Kingdom,451
563210,14.08.2011,16466,United Kingdom,247
563211,14.08.2011,17049,United Kingdom,328
563212,14.08.2011,17800,United Kingdom,170
563213,14.08.2011,16115,United Kingdom,273
563214,14.08.2011,16370,United Kingdom,407
563215,14.08.2011,15683,United Kingdom,194
563216,14.08.2011,17841,United Kingdom,277
563217,14.08.2011,13515,United Kingdom,186
563227,14.08.2011,14301,United Kingdom,639
563228,14.08.2011,17988,United Kingdom,53
563229,14.08.2011,17988,United Kingdom,12
563230,14.08.2011,15376,United Kingdom,336
563231,14.08.2011,14658,United Kingdom,123
563233,14.08.2011,17988,United Kingdom,3
563234,15.08.2011,13621,United Kingdom,213
563235,15.08.2011,15939,United Kingdom,47
563236,15.08.2011,17252,United Kingdom,12
563237,15.08.2011,14321,United Kingdom,275
563238,15.08.2011,15093,United Kingdom,629
563239,15.08.2011,15048,United Kingdom,67
563241,15.08.2011,12758,Portugal,1219
563242,15.08.2011,17173,United Kingdom,500
563243,15.08.2011,18241,United Kingdom,57
563244,15.08.2011,777777,United Kingdom,0
563245,15.08.2011,16272,United Kingdom,416
563246,15.08.2011,13089,United Kingdom,694
563247,15.08.2011,13089,United Kingdom,256
563248,15.08.2011,14702,United Kingdom,194
563250,15.08.2011,15624,United Kingdom,68
563251,15.08.2011,12919,United Kingdom,183
563252,15.08.2011,17655,United Kingdom,300
563253,15.08.2011,15218,United Kingdom,626
563254,15.08.2011,15218,United Kingdom,82
563255,15.08.2011,14527,United Kingdom,107
563256,15.08.2011,18143,United Kingdom,517
563257,15.08.2011,13799,United Kingdom,349
563259,15.08.2011,17958,United Kingdom,509
563260,15.08.2011,16668,United Kingdom,50
563261,15.08.2011,16836,United Kingdom,91
563262,15.08.2011,15311,United Kingdom,625
563264,15.08.2011,13720,United Kingdom,247
563268,15.08.2011,13940,United Kingdom,173
563288,15.08.2011,12656,France,1158
563300,15.08.2011,16774,United Kingdom,240
563328,15.08.2011,14606,United Kingdom,116
563333,15.08.2011,15996,United Kingdom,113
563345,15.08.2011,12619,Germany,375
563346,15.08.2011,14282,United Kingdom,143
563347,15.08.2011,16961,United Kingdom,233
563348,15.08.2011,13078,United Kingdom,432
563349,15.08.2011,14623,United Kingdom,208
563350,15.08.2011,14498,United Kingdom,358
563351,15.08.2011,16902,United Kingdom,1708
563352,15.08.2011,15706,United Kingdom,451
563353,15.08.2011,15480,Malta,911
563354,15.08.2011,15271,United Kingdom,140
563355,15.08.2011,14156,EIRE,464
563356,15.08.2011,16210,United Kingdom,312
563357,15.08.2011,13277,United Kingdom,50
563358,15.08.2011,17858,United Kingdom,233
563359,15.08.2011,777777,United Kingdom,0
563360,15.08.2011,15023,United Kingdom,674
563361,15.08.2011,15315,United Kingdom,233
563362,15.08.2011,15114,United Kingdom,190
563364,16.08.2011,14466,United Kingdom,235
563365,16.08.2011,15373,United Kingdom,17
563366,16.08.2011,15373,United Kingdom,150
563367,16.08.2011,16133,United Kingdom,303
563368,16.08.2011,13995,United Kingdom,150
563369,16.08.2011,13394,United Kingdom,308
563370,16.08.2011,16153,United Kingdom,326
563371,16.08.2011,14006,United Kingdom,297
563372,16.08.2011,15653,United Kingdom,47
563373,16.08.2011,12569,Germany,116
563374,16.08.2011,13953,United Kingdom,356
563376,16.08.2011,15752,United Kingdom,326
563377,16.08.2011,15002,United Kingdom,494
563381,16.08.2011,15768,United Kingdom,143
563382,16.08.2011,18221,United Kingdom,171
563383,16.08.2011,14407,United Kingdom,15
563384,16.08.2011,17315,United Kingdom,171
563404,16.08.2011,16303,United Kingdom,3214
563411,16.08.2011,16927,United Kingdom,202
563425,16.08.2011,15140,United Kingdom,565
563426,16.08.2011,15140,United Kingdom,33
563427,16.08.2011,16470,United Kingdom,199
563428,16.08.2011,13159,United Kingdom,452
563429,16.08.2011,13999,United Kingdom,332
563430,16.08.2011,14918,United Kingdom,849
563431,16.08.2011,16266,United Kingdom,109
563432,16.08.2011,16713,United Kingdom,374
563434,16.08.2011,14057,United Kingdom,523
563435,16.08.2011,16131,United Kingdom,599
563436,16.08.2011,16131,United Kingdom,17
563437,16.08.2011,14232,United Kingdom,257
563438,16.08.2011,13743,United Kingdom,167
563439,16.08.2011,777777,United Kingdom,3146
563440,16.08.2011,13189,United Kingdom,129
563441,16.08.2011,13140,United Kingdom,151
563442,16.08.2011,17637,United Kingdom,341
563443,16.08.2011,12641,Sweden,185
563444,16.08.2011,16033,United Kingdom,690
563445,16.08.2011,777777,United Kingdom,0
563447,16.08.2011,777777,United Kingdom,0
563448,16.08.2011,15220,United Kingdom,337
563449,16.08.2011,777777,United Kingdom,0
563450,16.08.2011,16523,United Kingdom,742
563451,16.08.2011,18241,United Kingdom,105
563452,16.08.2011,777777,United Kingdom,0
563453,16.08.2011,777777,United Kingdom,0
563454,16.08.2011,13305,United Kingdom,195
563465,16.08.2011,16168,United Kingdom,134
563467,16.08.2011,777777,United Kingdom,11
563468,16.08.2011,16168,United Kingdom,66
563476,16.08.2011,17682,United Kingdom,429
563477,16.08.2011,17097,Spain,169
563480,16.08.2011,777777,United Kingdom,2
563482,16.08.2011,17097,Spain,29
563498,16.08.2011,17719,United Kingdom,311
563499,16.08.2011,13470,United Kingdom,112
563500,16.08.2011,15856,United Kingdom,423
563501,16.08.2011,15856,United Kingdom,20
563502,17.08.2011,12722,France,579
563503,17.08.2011,16488,United Kingdom,135
563504,17.08.2011,16218,United Kingdom,456
563505,17.08.2011,17865,United Kingdom,685
563506,17.08.2011,17398,United Kingdom,126
563507,17.08.2011,14414,United Kingdom,124
563508,17.08.2011,16133,United Kingdom,309
563509,17.08.2011,16092,United Kingdom,224
563510,17.08.2011,15734,United Kingdom,760
563518,17.08.2011,12421,Spain,231
563522,17.08.2011,17975,United Kingdom,546
563532,17.08.2011,17511,United Kingdom,3256
563533,17.08.2011,16241,United Kingdom,186
563534,17.08.2011,14323,United Kingdom,307
563538,17.08.2011,17841,United Kingdom,307
563540,17.08.2011,12473,Germany,514
563543,17.08.2011,15039,United Kingdom,690
563544,17.08.2011,17937,United Kingdom,287
563545,17.08.2011,15039,United Kingdom,8
563546,17.08.2011,16729,United Kingdom,395
563547,17.08.2011,777777,EIRE,619
563548,17.08.2011,12528,Germany,234
563549,17.08.2011,777777,United Kingdom,4106
563550,17.08.2011,14194,United Kingdom,509
563551,17.08.2011,17757,United Kingdom,155
563552,17.08.2011,17656,United Kingdom,269
563555,17.08.2011,16755,United Kingdom,589
563556,17.08.2011,17706,United Kingdom,300
563557,17.08.2011,15786,United Kingdom,3157
563558,17.08.2011,14156,EIRE,1545
563559,17.08.2011,14156,EIRE,35
563560,17.08.2011,12971,United Kingdom,103
563561,17.08.2011,18073,United Kingdom,776
563562,17.08.2011,16029,United Kingdom,697
563563,17.08.2011,16029,United Kingdom,6579
563564,17.08.2011,16633,United Kingdom,465
563565,17.08.2011,17338,United Kingdom,956
563566,17.08.2011,13655,United Kingdom,550
563567,17.08.2011,13004,United Kingdom,328
563568,17.08.2011,777777,United Kingdom,0
563569,17.08.2011,18257,United Kingdom,628
563571,17.08.2011,15541,United Kingdom,86
563572,17.08.2011,16734,United Kingdom,307
563573,17.08.2011,16734,United Kingdom,3
563574,17.08.2011,15827,United Kingdom,220
563575,17.08.2011,17949,United Kingdom,2209
563576,17.08.2011,12748,United Kingdom,146
563578,17.08.2011,12949,United Kingdom,427
563579,17.08.2011,777777,United Kingdom,1
563580,17.08.2011,16706,United Kingdom,286
563584,17.08.2011,15122,United Kingdom,708
563585,17.08.2011,17070,United Kingdom,310
563588,17.08.2011,17450,United Kingdom,813
563589,17.08.2011,17450,United Kingdom,2240
563590,17.08.2011,17450,United Kingdom,13032
563597,18.08.2011,14305,United Kingdom,4
563613,18.08.2011,12688,Israel,4871
563614,18.08.2011,12415,Australia,21878
563615,18.08.2011,16945,United Kingdom,303
563616,18.08.2011,13027,United Kingdom,1536
563617,18.08.2011,15301,United Kingdom,524
563618,18.08.2011,15400,United Kingdom,67
563619,18.08.2011,12839,United Kingdom,329
563620,18.08.2011,13014,United Kingdom,233
563621,18.08.2011,13113,United Kingdom,484
563622,18.08.2011,15189,United Kingdom,190
563623,18.08.2011,15189,United Kingdom,1286
563626,18.08.2011,16187,United Kingdom,701
563638,18.08.2011,15311,United Kingdom,1961
563650,18.08.2011,777777,United Kingdom,0
563652,18.08.2011,777777,United Kingdom,0
563656,18.08.2011,15615,United Kingdom,328
563657,18.08.2011,15615,United Kingdom,54
563658,18.08.2011,15505,United Kingdom,645
563659,18.08.2011,13694,United Kingdom,1458
563660,18.08.2011,13694,United Kingdom,238
563661,18.08.2011,13048,United Kingdom,433
563662,18.08.2011,12729,France,454
563674,18.08.2011,14132,United Kingdom,337
563680,18.08.2011,18272,United Kingdom,371
563684,18.08.2011,17386,United Kingdom,928
563685,18.08.2011,14911,EIRE,133
563686,18.08.2011,13098,United Kingdom,638
563687,18.08.2011,777777,United Kingdom,8
563688,18.08.2011,16767,United Kingdom,565
563689,18.08.2011,15743,United Kingdom,113
563690,18.08.2011,15152,United Kingdom,304
563691,18.08.2011,13668,United Kingdom,431
563692,18.08.2011,17243,United Kingdom,281
563694,18.08.2011,14741,United Kingdom,196
563695,18.08.2011,13617,United Kingdom,237
563696,18.08.2011,12962,United Kingdom,171
563697,18.08.2011,16813,United Kingdom,160
563698,18.08.2011,14667,United Kingdom,247
563699,18.08.2011,13381,United Kingdom,681
563700,18.08.2011,777777,United Kingdom,0
563701,18.08.2011,777777,United Kingdom,0
563702,18.08.2011,777777,United Kingdom,0
563703,18.08.2011,13273,United Kingdom,138
563704,18.08.2011,777777,United Kingdom,0
563705,18.08.2011,17736,United Kingdom,308
563706,18.08.2011,14189,United Kingdom,429
563707,18.08.2011,16626,United Kingdom,137
563708,18.08.2011,17001,United Kingdom,259
563709,18.08.2011,15472,United Kingdom,380
563710,18.08.2011,17742,United Kingdom,53
563711,18.08.2011,16928,United Kingdom,110
563712,18.08.2011,12680,France,313
563714,18.08.2011,14565,United Kingdom,682
563715,18.08.2011,777777,United Kingdom,0
563717,18.08.2011,777777,United Kingdom,16
563718,18.08.2011,15144,United Kingdom,511
563719,18.08.2011,13576,United Kingdom,332
563720,18.08.2011,15867,United Kingdom,322
563721,18.08.2011,15232,United Kingdom,306
563722,18.08.2011,17720,United Kingdom,354
563723,18.08.2011,13319,United Kingdom,345
563726,18.08.2011,16582,United Kingdom,313
563727,18.08.2011,15797,United Kingdom,367
563728,18.08.2011,17045,United Kingdom,194
563729,18.08.2011,14051,United Kingdom,743
563730,18.08.2011,14221,United Kingdom,590
563731,18.08.2011,17576,United Kingdom,100
563732,18.08.2011,15125,United Kingdom,1000
563733,18.08.2011,18225,United Kingdom,576
563734,18.08.2011,14064,United Kingdom,260
563735,18.08.2011,16743,United Kingdom,366
563736,18.08.2011,13784,United Kingdom,336
563737,18.08.2011,16261,United Kingdom,164
563738,18.08.2011,15024,United Kingdom,90
563739,18.08.2011,17750,United Kingdom,237
563740,19.08.2011,17747,United Kingdom,71
563741,19.08.2011,14759,United Kingdom,297
563742,19.08.2011,17929,United Kingdom,272
563743,19.08.2011,12828,United Kingdom,112
563744,19.08.2011,13266,United Kingdom,335
563745,19.08.2011,15159,United Kingdom,1395
563746,19.08.2011,14745,United Kingdom,276
563747,19.08.2011,13089,United Kingdom,481
563748,19.08.2011,16170,United Kingdom,313
563749,19.08.2011,12360,Austria,539
563750,19.08.2011,16122,United Kingdom,300
563753,19.08.2011,12513,France,607
563754,19.08.2011,15396,United Kingdom,288
563755,19.08.2011,17612,United Kingdom,306
563756,19.08.2011,12418,Switzerland,667
563764,19.08.2011,14606,United Kingdom,114
563771,19.08.2011,17841,United Kingdom,149
563776,19.08.2011,12600,Germany,274
563808,19.08.2011,12626,Germany,467
563812,19.08.2011,16249,United Kingdom,89
563818,19.08.2011,13327,United Kingdom,380
563819,19.08.2011,14062,United Kingdom,1709
563820,19.08.2011,777777,United Kingdom,10
563821,19.08.2011,14533,United Kingdom,301
563822,19.08.2011,16184,United Kingdom,315
563830,19.08.2011,16638,United Kingdom,144
563831,19.08.2011,18081,United Kingdom,96
563832,19.08.2011,16419,United Kingdom,111
563833,19.08.2011,14755,United Kingdom,316
563834,19.08.2011,14401,United Kingdom,327
563835,19.08.2011,13242,United Kingdom,168
563836,19.08.2011,15938,United Kingdom,70
563837,19.08.2011,15078,United Kingdom,306
563839,19.08.2011,16828,United Kingdom,114
563840,19.08.2011,14712,United Kingdom,116
563841,19.08.2011,17402,United Kingdom,279
563842,19.08.2011,13871,United Kingdom,433
563843,19.08.2011,17811,United Kingdom,109
563844,19.08.2011,17725,United Kingdom,310
563845,19.08.2011,12991,United Kingdom,300
563846,19.08.2011,16672,United Kingdom,399
563847,19.08.2011,16139,United Kingdom,168
563848,19.08.2011,14911,EIRE,991
563849,19.08.2011,14772,United Kingdom,139
563850,19.08.2011,15311,United Kingdom,139
563851,19.08.2011,14765,United Kingdom,15
563852,19.08.2011,12395,Belgium,167
563853,19.08.2011,12560,Germany,144
563854,19.08.2011,12364,Belgium,622
563855,19.08.2011,14709,United Kingdom,547
563857,19.08.2011,12968,United Kingdom,136
563858,19.08.2011,18170,United Kingdom,354
563890,19.08.2011,15862,United Kingdom,170
563891,19.08.2011,14500,United Kingdom,51
563892,19.08.2011,16330,United Kingdom,23
563893,19.08.2011,16330,United Kingdom,27
563895,21.08.2011,18229,United Kingdom,495
563896,21.08.2011,17061,United Kingdom,407
563897,21.08.2011,12523,France,129
563898,21.08.2011,12971,United Kingdom,151
563900,21.08.2011,14566,Channel Islands,1432
563901,21.08.2011,17097,Spain,13
563902,21.08.2011,17029,United Kingdom,358
563903,21.08.2011,17068,United Kingdom,203
563904,21.08.2011,13397,United Kingdom,248
563905,21.08.2011,13267,United Kingdom,314
563906,21.08.2011,14246,United Kingdom,504
563907,21.08.2011,14733,United Kingdom,316
563908,21.08.2011,18109,United Kingdom,402
563909,21.08.2011,15701,United Kingdom,861
563910,21.08.2011,17428,United Kingdom,377
563911,21.08.2011,16265,United Kingdom,435
563912,21.08.2011,17675,United Kingdom,962
563913,21.08.2011,14911,EIRE,460
563914,21.08.2011,12518,Germany,324
563915,21.08.2011,14224,United Kingdom,185
563916,21.08.2011,13435,United Kingdom,393
563917,21.08.2011,14572,United Kingdom,605
563919,21.08.2011,14735,United Kingdom,122
563920,21.08.2011,16407,United Kingdom,457
563921,21.08.2011,16407,United Kingdom,16
563922,21.08.2011,14529,United Kingdom,136
563923,21.08.2011,14460,United Kingdom,157
563924,21.08.2011,15984,United Kingdom,688
563925,21.08.2011,13610,United Kingdom,126
563926,21.08.2011,12553,France,401
563927,21.08.2011,14013,United Kingdom,200
563928,21.08.2011,17059,United Kingdom,744
563929,21.08.2011,15031,United Kingdom,112
563930,21.08.2011,777777,United Kingdom,10
563931,21.08.2011,14895,United Kingdom,836
563932,21.08.2011,14895,United Kingdom,40
563933,21.08.2011,16536,United Kingdom,552
563934,21.08.2011,15313,United Kingdom,52
563935,21.08.2011,15547,United Kingdom,363
563936,22.08.2011,17828,Malta,213
563937,22.08.2011,18204,United Kingdom,819
563938,22.08.2011,18144,United Kingdom,357
563939,22.08.2011,14959,United Kingdom,116
563940,22.08.2011,17416,United Kingdom,908
563941,22.08.2011,15738,United Kingdom,326
563942,22.08.2011,15801,United Kingdom,136
563943,22.08.2011,13139,United Kingdom,541
563944,22.08.2011,17581,United Kingdom,1346
563945,22.08.2011,17581,United Kingdom,65
563946,22.08.2011,17527,United Kingdom,316
563947,22.08.2011,12363,Unspecified,252
563949,22.08.2011,12747,United Kingdom,302
563950,22.08.2011,12471,Germany,1126
563951,22.08.2011,16839,United Kingdom,532
563952,22.08.2011,15572,United Kingdom,683
563953,22.08.2011,16201,United Kingdom,301
563954,22.08.2011,16652,United Kingdom,1389
563955,22.08.2011,16652,United Kingdom,83
563956,22.08.2011,14282,United Kingdom,102
563981,22.08.2011,14948,United Kingdom,13
563982,22.08.2011,14397,United Kingdom,175
564016,22.08.2011,15712,United Kingdom,309
564017,22.08.2011,14057,United Kingdom,306
564018,22.08.2011,777777,United Kingdom,5
564019,22.08.2011,13408,United Kingdom,464
564020,22.08.2011,13971,United Kingdom,374
564021,22.08.2011,777777,United Kingdom,24
564022,22.08.2011,13269,United Kingdom,315
564023,22.08.2011,17562,United Kingdom,124
564034,22.08.2011,12935,United Kingdom,315
564037,22.08.2011,14800,United Kingdom,161
564038,22.08.2011,16555,United Kingdom,151
564039,22.08.2011,12645,Germany,512
564040,22.08.2011,14560,United Kingdom,57
564041,22.08.2011,14560,United Kingdom,34
564042,22.08.2011,15443,United Kingdom,249
564043,22.08.2011,14414,United Kingdom,187
564044,22.08.2011,16952,United Kingdom,157
564045,22.08.2011,16013,United Kingdom,1048
564046,22.08.2011,16013,United Kingdom,1020
564047,22.08.2011,16952,United Kingdom,10
564048,22.08.2011,16013,United Kingdom,41
564049,22.08.2011,17585,United Kingdom,324
564050,22.08.2011,17160,United Kingdom,751
564051,22.08.2011,14265,Unspecified,278
564052,22.08.2011,15033,United Kingdom,251
564053,22.08.2011,14188,United Kingdom,293
564054,22.08.2011,17857,United Kingdom,3876
564055,22.08.2011,13933,United Kingdom,308
564056,22.08.2011,14387,United Kingdom,441
564057,22.08.2011,15296,United Kingdom,509
564058,22.08.2011,17676,United Kingdom,229
564059,22.08.2011,15796,United Kingdom,326
564060,22.08.2011,17073,United Kingdom,450
564061,22.08.2011,14505,United Kingdom,1066
564062,22.08.2011,17706,United Kingdom,933
564065,22.08.2011,15150,United Kingdom,1650
564066,22.08.2011,17703,United Kingdom,260
564067,22.08.2011,18241,United Kingdom,40
564075,22.08.2011,17659,United Kingdom,89
564076,22.08.2011,14045,United Kingdom,408
564077,22.08.2011,14711,United Kingdom,147
564078,22.08.2011,17083,United Kingdom,411
564079,22.08.2011,12627,Germany,630
564082,23.08.2011,12627,Germany,72
564083,23.08.2011,17469,United Kingdom,305
564085,23.08.2011,14911,EIRE,50
564086,23.08.2011,777777,Hong Kong,160
564087,23.08.2011,777777,Hong Kong,2655
564088,23.08.2011,17702,United Kingdom,563
564089,23.08.2011,15971,United Kingdom,292
564090,23.08.2011,17041,United Kingdom,444
564091,23.08.2011,15804,United Kingdom,433
564092,23.08.2011,13767,United Kingdom,387
564093,23.08.2011,14930,Channel Islands,1101
564095,23.08.2011,14930,Channel Islands,165
564096,23.08.2011,16133,United Kingdom,310
564109,23.08.2011,17450,United Kingdom,35
564132,23.08.2011,12901,United Kingdom,781
564133,23.08.2011,14364,United Kingdom,351
564135,23.08.2011,16550,United Kingdom,527
564136,23.08.2011,14404,United Kingdom,308
564137,23.08.2011,15722,United Kingdom,655
564139,23.08.2011,16904,United Kingdom,260
564140,23.08.2011,12621,Germany,414
564141,23.08.2011,17841,United Kingdom,555
564143,23.08.2011,16814,United Kingdom,179
564144,23.08.2011,13939,United Kingdom,206
564145,23.08.2011,14329,United Kingdom,396
564146,23.08.2011,15838,United Kingdom,481
564147,23.08.2011,14004,United Kingdom,766
564148,23.08.2011,18147,United Kingdom,99
564149,23.08.2011,14543,United Kingdom,302
564150,23.08.2011,14936,Channel Islands,1438
564158,23.08.2011,16712,United Kingdom,250
564159,23.08.2011,12593,France,94
564160,23.08.2011,15569,United Kingdom,245
564161,23.08.2011,14523,United Kingdom,240
564162,23.08.2011,13481,United Kingdom,367
564163,23.08.2011,13481,United Kingdom,15
564164,23.08.2011,17940,United Kingdom,75
564165,23.08.2011,13593,United Kingdom,648
564166,23.08.2011,15089,United Kingdom,453
564167,23.08.2011,17735,United Kingdom,954
564168,23.08.2011,16794,United Kingdom,124
564169,23.08.2011,14646,Netherlands,424
564170,23.08.2011,17696,United Kingdom,274
564171,23.08.2011,16133,United Kingdom,309
564172,23.08.2011,16033,United Kingdom,632
564173,23.08.2011,12567,France,850
564174,23.08.2011,14191,United Kingdom,381
564181,23.08.2011,13862,United Kingdom,327
564182,23.08.2011,17242,United Kingdom,424
564184,23.08.2011,777777,EIRE,767
564185,23.08.2011,777777,United Kingdom,14
564186,23.08.2011,15755,United Kingdom,524
564187,23.08.2011,15005,United Kingdom,230
564188,23.08.2011,13140,United Kingdom,116
564189,23.08.2011,14769,United Kingdom,313
564190,23.08.2011,16143,United Kingdom,376
564191,23.08.2011,17315,United Kingdom,271
564192,23.08.2011,17719,United Kingdom,307
564195,23.08.2011,14060,United Kingdom,309
564196,23.08.2011,17315,United Kingdom,15
564197,23.08.2011,13425,United Kingdom,448
564198,23.08.2011,14418,United Kingdom,151
564199,23.08.2011,13263,United Kingdom,281
564200,23.08.2011,18018,United Kingdom,86
564201,24.08.2011,12540,Spain,509
564202,24.08.2011,16342,United Kingdom,58
564203,24.08.2011,18061,United Kingdom,241
564205,24.08.2011,777777,United Kingdom,7
564216,24.08.2011,12642,Germany,367
564219,24.08.2011,16422,United Kingdom,786
564220,24.08.2011,777777,United Kingdom,0
564221,24.08.2011,777777,United Kingdom,5056
564222,24.08.2011,12971,United Kingdom,240
564223,24.08.2011,13013,United Kingdom,256
564224,24.08.2011,15249,United Kingdom,334
564225,24.08.2011,17268,United Kingdom,453
564226,24.08.2011,12523,France,184
564227,24.08.2011,15249,United Kingdom,365
564228,24.08.2011,13743,United Kingdom,116
564229,24.08.2011,777777,United Kingdom,0
564230,24.08.2011,777777,United Kingdom,5232
564231,24.08.2011,13468,United Kingdom,122
564246,24.08.2011,13534,United Kingdom,338
564248,24.08.2011,13798,United Kingdom,459
564256,24.08.2011,14796,United Kingdom,623
564268,24.08.2011,16968,United Kingdom,254
564272,24.08.2011,16308,United Kingdom,640
564300,24.08.2011,16723,United Kingdom,426
564301,24.08.2011,14299,United Kingdom,873
564302,24.08.2011,15932,United Kingdom,302
564303,24.08.2011,16042,United Kingdom,435
564304,24.08.2011,14527,United Kingdom,130
564305,24.08.2011,14875,United Kingdom,1102
564306,24.08.2011,17865,United Kingdom,1145
564307,24.08.2011,17865,United Kingdom,90
564308,24.08.2011,13901,United Kingdom,447
564309,24.08.2011,12471,Germany,82
564310,24.08.2011,15769,United Kingdom,2597
564311,24.08.2011,15769,United Kingdom,1611
564312,24.08.2011,15769,United Kingdom,3744
564313,24.08.2011,13728,United Kingdom,162
564314,24.08.2011,12695,France,247
564315,24.08.2011,14730,United Kingdom,136
564316,24.08.2011,13985,United Kingdom,391
564317,24.08.2011,13890,United Kingdom,312
564318,24.08.2011,14035,United Kingdom,137
564319,24.08.2011,15059,United Kingdom,101
564321,24.08.2011,15059,United Kingdom,169
564322,24.08.2011,13694,United Kingdom,2738
564323,24.08.2011,13694,United Kingdom,2275
564324,24.08.2011,13694,United Kingdom,1303
564325,24.08.2011,13694,United Kingdom,190
564326,24.08.2011,17256,United Kingdom,112
564327,24.08.2011,16029,United Kingdom,1178
564328,24.08.2011,12662,Germany,384
564329,24.08.2011,12569,Germany,97
564330,24.08.2011,13411,United Kingdom,215
564332,24.08.2011,14407,United Kingdom,355
564333,24.08.2011,13199,United Kingdom,117
564334,24.08.2011,15812,United Kingdom,213
564335,24.08.2011,15800,United Kingdom,453
564336,24.08.2011,12748,United Kingdom,101
564337,24.08.2011,12649,Germany,234
564338,24.08.2011,12649,Germany,15
564339,24.08.2011,15939,United Kingdom,202
564342,24.08.2011,16340,United Kingdom,551
564346,24.08.2011,15727,United Kingdom,888
564350,24.08.2011,14401,United Kingdom,301
564351,24.08.2011,13881,United Kingdom,1188
564352,24.08.2011,14262,United Kingdom,307
564353,24.08.2011,15764,United Kingdom,1559
564354,24.08.2011,15764,United Kingdom,17
564355,24.08.2011,13507,United Kingdom,396
564356,24.08.2011,13969,United Kingdom,704
564357,24.08.2011,14973,United Kingdom,304
564358,24.08.2011,17869,United Kingdom,94
564359,24.08.2011,14056,United Kingdom,306
564360,24.08.2011,12471,Germany,528
564361,24.08.2011,17869,United Kingdom,22
564363,24.08.2011,15434,United Kingdom,245
564364,24.08.2011,15434,United Kingdom,33
564365,24.08.2011,777777,United Kingdom,111
564366,25.08.2011,13236,United Kingdom,440
564367,25.08.2011,12712,Germany,243
564369,25.08.2011,15189,United Kingdom,357
564370,25.08.2011,17134,United Kingdom,96
564371,25.08.2011,17705,United Kingdom,305
564372,25.08.2011,12714,France,1117
564373,25.08.2011,15290,United Kingdom,341
564374,25.08.2011,16589,United Kingdom,97
564375,25.08.2011,13078,United Kingdom,666
564376,25.08.2011,14196,United Kingdom,335
